understat_player_id,player,team,league,season,cluster_kmeans
447.0,Kevin De Bruyne,Manchester City,ENG-Premier League,1718,1
638.0,Kyle Walker,Manchester City,ENG-Premier League,1718,3
337.0,Leroy Sané,Manchester City,ENG-Premier League,1718,1
611.0,Nicolás Otamendi,Manchester City,ENG-Premier League,1718,3
618.0,Raheem Sterling,Manchester City,ENG-Premier League,1718,2
619.0,Sergio Agüero,Manchester City,ENG-Premier League,1718,2
612.0,Vincent Kompany,Manchester City,ENG-Premier League,1718,3
314.0,İlkay Gündoğan,Manchester City,ENG-Premier League,1718,1
770.0,Ayoze Pérez,Newcastle United,ENG-Premier League,1718,4
2344.0,Christian Atsu,Newcastle United,ENG-Premier League,1718,4
875.0,Ciaran Clark,Newcastle United,ENG-Premier League,1718,0
727.0,DeAndre Yedlin,Newcastle United,ENG-Premier League,1718,0
743.0,Dwight Gayle,Newcastle United,ENG-Premier League,1718,4
5073.0,Florian Lejeune,Newcastle United,ENG-Premier League,1718,0
6062.0,Isaac Hayden,Newcastle United,ENG-Premier League,1718,0
6063.0,Jacob Murphy,Newcastle United,ENG-Premier League,1718,3
766.0,Jamaal Lascelles,Newcastle United,ENG-Premier League,1718,0
1719.0,Javier Manquillo,Newcastle United,ENG-Premier League,1718,0
769.0,Jonjo Shelvey,Newcastle United,ENG-Premier League,1718,3
866.0,Joselu,Newcastle United,ENG-Premier League,1718,4
689.0,Kenedy,Newcastle United,ENG-Premier League,1718,3
461.0,Matt Ritchie,Newcastle United,ENG-Premier League,1718,1
5304.0,Mikel Merino,Newcastle United,ENG-Premier League,1718,3
4471.0,Mohamed Diamé,Newcastle United,ENG-Premier League,1718,0
853.0,Paul Dummett,Newcastle United,ENG-Premier League,1718,0
848.0,Charlie Austin,Southampton,ENG-Premier League,1718,2
847.0,Cédric Soares,Southampton,ENG-Premier League,1718,3
840.0,Dušan Tadić,Southampton,ENG-Premier League,1718,1
1735.0,Jack Stephens,Southampton,ENG-Premier League,1718,0
843.0,James Ward-Prowse,Southampton,ENG-Premier League,1718,1
1383.0,Manolo Gabbiadini,Southampton,ENG-Premier League,1718,4
1299.0,Mario Lemina,Southampton,ENG-Premier League,1718,0
845.0,Maya Yoshida,Southampton,ENG-Premier League,1718,0
790.0,Nathan Redmond,Southampton,ENG-Premier League,1718,1
842.0,Oriol Romeu,Southampton,ENG-Premier League,1718,0
835.0,Ryan Bertrand,Southampton,ENG-Premier League,1718,3
839.0,Shane Long,Southampton,ENG-Premier League,1718,4
1734.0,Sofiane Boufal,Southampton,ENG-Premier League,1718,3
883.0,Steven Davis,Southampton,ENG-Premier League,1718,3
1203.0,Wesley Hoedt,Southampton,ENG-Premier League,1718,0
1726.0,Abdoulaye Doucouré,Watford,ENG-Premier League,1718,3
524.0,Adrian Mariappa,Watford,ENG-Premier League,1718,0
1660.0,Andre Gray,Watford,ENG-Premier League,1718,4
6230.0,André Carrillo,Watford,ENG-Premier League,1718,3
1725.0,Christian Kabasele,Watford,ENG-Premier League,1718,0
764.0,Daryl Janmaat,Watford,ENG-Premier League,1718,0
568.0,José Holebas,Watford,ENG-Premier League,1718,3
5043.0,Kiko Femenía,Watford,ENG-Premier League,1718,3
6026.0,Richarlison,Watford,ENG-Premier League,1718,4
1723.0,Roberto Pereyra,Watford,ENG-Premier League,1718,4
566.0,Sebastian Prödl,Watford,ENG-Premier League,1718,0
596.0,Tom Cleverley,Watford,ENG-Premier League,1718,3
574.0,Troy Deeney,Watford,ENG-Premier League,1718,4
6104.0,Will Hughes,Watford,ENG-Premier League,1718,3
572.0,Étienne Capoue,Watford,ENG-Premier League,1718,0
